ax,ay,az,gx,gy,gz
-0.017166137695,0.047515869141,0.165359497070,0.049575805664,-0.006057739258,0.006454467773
-0.023712158203,0.069869995117,0.185455322266,0.053649902344,-0.003616333008,0.004501342773
-0.027862548828,0.103912353516,0.215026855469,0.055664062500,0.002441406250,-0.005905151367
-0.034774780273,0.146804809570,0.230895996094,0.047164916992,0.004180908203,-0.013732910156
-0.024017333984,0.167800903320,0.295318603516,0.030227661133,0.004272460938,-0.038665771484
-0.040039062500,0.166030883789,0.375015258789,0.001159667969,0.009017944336,-0.049743652344
-0.058563232422,0.150466918945,0.412979125977,-0.016754150391,0.017562866211,-0.060562133789
-0.113845825195,0.047363281250,0.404632568359,-0.048721313477,0.038940429688,-0.078170776367
-0.128387451172,-0.017822265625,0.435684204102,-0.062332153320,0.051635742188,-0.084823608398
-0.203521728516,-0.112106323242,0.499938964844,-0.065124511719,0.090515136719,-0.093902587891
-0.249237060547,-0.193496704102,0.490432739258,-0.050201416016,0.116348266602,-0.097885131836
-0.304351806641,-0.246170043945,0.429656982422,-0.010498046875,0.163909912109,-0.082641601563
-0.361862182617,-0.296066284180,0.227111816406,0.003906250000,0.181838989258,-0.067916870117
-0.347671508789,-0.296234130859,0.115905761719,0.012527465820,0.192245483398,-0.055145263672
-0.283828735352,-0.282119750977,0.016098022461,0.011856079102,0.188262939453,-0.035140991211
-0.247436523438,-0.280990600586,-0.023284912109,0.015274047852,0.183471679688,-0.028381347656
-0.203033447266,-0.209823608398,-0.111694335938,0.014465332031,0.168792724609,-0.018615722656
-0.183837890625,-0.187393188477,-0.166244506836,0.013198852539,0.159896850586,-0.025619506836
-0.112121582031,-0.227432250977,-0.291702270508,0.000564575195,0.134429931641,-0.029647827148
-0.081375122070,-0.256851196289,-0.335800170898,-0.013336181641,0.115615844727,-0.020034790039
-0.056915283203,-0.291061401367,-0.380981445313,-0.029693603516,0.072631835938,-0.000106811523
-0.023452758789,-0.321990966797,-0.396697998047,-0.041366577148,0.051712036133,0.013809204102
-0.016723632813,-0.297348022461,-0.358535766602,-0.045806884766,0.032424926758,0.027297973633
-0.029098510742,-0.257080078125,-0.280838012695,-0.016983032227,0.001785278320,0.043518066406
-0.036102294922,-0.234329223633,-0.231430053711,-0.006988525391,-0.013107299805,0.051040649414
-0.038101196289,-0.193588256836,-0.155227661133,0.007843017578,-0.036621093750,0.059616088867
-0.046356201172,-0.165084838867,-0.119552612305,0.015075683594,-0.045486450195,0.061065673828
-0.056655883789,-0.122406005859,-0.048843383789,0.030639648438,-0.062133789063,0.064346313477
-0.058654785156,-0.121398925781,-0.029983520508,0.041213989258,-0.068252563477,0.059402465820
-0.060058593750,-0.119689941406,0.016265869141,0.049438476563,-0.079345703125,0.052429199219
-0.078399658203,-0.124359130859,0.042098999023,0.048614501953,-0.082168579102,0.055130004883
-0.089553833008,-0.103851318359,0.058914184570,0.048294067383,-0.083572387695,0.061386108398
-0.105895996094,-0.055892944336,0.078201293945,0.052108764648,-0.083892822266,0.067962646484
-0.104049682617,-0.040420532227,0.089141845703,0.053161621094,-0.082000732422,0.067611694336
-0.091384887695,-0.007659912109,0.111297607422,0.053756713867,-0.080825805664,0.066192626953
-0.090591430664,0.003204345703,0.119125366211,0.053283691406,-0.081100463867,0.064682006836
-0.072814941406,0.041183471680,0.145614624023,0.042053222656,-0.080825805664,0.061447143555
-0.058456420898,0.064041137695,0.162994384766,0.036010742188,-0.080551147461,0.056854248047
-0.050094604492,0.091842651367,0.172775268555,0.026672363281,-0.076217651367,0.043563842773
-0.030303955078,0.086975097656,0.170135498047,0.026626586914,-0.073226928711,0.035873413086
-0.018310546875,0.057373046875,0.183074951172,0.029754638672,-0.070281982422,0.030029296875
-0.005828857422,0.048904418945,0.194427490234,0.028503417969,-0.058563232422,0.029495239258
-0.006195068359,0.053466796875,0.196502685547,0.028671264648,-0.053436279297,0.029891967773
-0.005249023438,0.052978515625,0.193862915039,0.033416748047,-0.043991088867,0.025543212891
0.002655029297,0.055023193359,0.204925537109,0.033142089844,-0.040756225586,0.023422241211
-0.006744384766,0.080245971680,0.237731933594,0.037918090820,-0.035781860352,0.021514892578
0.005920410156,0.073989868164,0.201873779297,0.029434204102,-0.027008056641,0.015930175781
0.007156372070,0.072814941406,0.193939208984,0.013641357422,-0.022384643555,0.012908935547
0.026428222656,0.066955566406,0.222625732422,0.001449584961,-0.022232055664,0.012512207031
0.020950317383,0.052322387695,0.237045288086,0.005584716797,-0.020874023438,0.010009765625
0.021545410156,0.039855957031,0.218429565430,0.005294799805,-0.006469726563,0.008514404297
0.025009155273,0.032638549805,0.209350585938,0.005828857422,-0.001907348633,0.006713867188
0.024841308594,0.035720825195,0.180236816406,0.010818481445,0.005386352539,0.004821777344
0.023696899414,0.032257080078,0.163299560547,0.011230468750,0.007583618164,0.003082275391
0.024566650391,0.026046752930,0.149291992188,0.010406494141,0.008712768555,0.001235961914
0.028060913086,0.008529663086,0.126480102539,0.005813598633,0.008300781250,-0.000122070313
0.026809692383,0.005050659180,0.120040893555,0.003204345703,0.006652832031,0.000717163086
0.025070190430,0.006317138672,0.113693237305,-0.000473022461,0.002517700195,0.002716064453
0.024261474609,0.010604858398,0.117019653320,-0.001449584961,0.000335693359,0.003417968750
0.024749755859,0.012649536133,0.141540527344,-0.003875732422,-0.002853393555,0.004257202148
0.030944824219,0.011260986328,0.156021118164,-0.004135131836,-0.002944946289,0.004180908203
0.033828735352,0.013977050781,0.167205810547,-0.003295898438,-0.001632690430,0.003219604492
0.033905029297,0.021957397461,0.165481567383,-0.000076293945,0.003845214844,0.001922607422
0.031646728516,0.022476196289,0.154296875000,0.000411987305,0.006347656250,0.000534057617
0.029235839844,0.019897460938,0.136672973633,0.000503540039,0.008590698242,-0.001693725586
0.029510498047,0.017272949219,0.130401611328,0.000473022461,0.008773803711,-0.002868652344
0.034179687500,0.003173828125,0.121490478516,-0.001251220703,0.008087158203,-0.004440307617
0.035888671875,-0.000549316406,0.118438720703,-0.002136230469,0.007232666016,-0.004470825195
0.037155151367,-0.004501342773,0.115371704102,-0.002944946289,0.005874633789,-0.004318237305
0.042922973633,-0.008285522461,0.111282348633,-0.003189086914,0.005294799805,-0.004257202148
0.044754028320,-0.011398315430,0.108215332031,-0.003036499023,0.004867553711,-0.004379272461
0.050003051758,-0.017593383789,0.109039306641,-0.002960205078,0.003875732422,-0.004089355469
0.051361083984,-0.018890380859,0.108795166016,-0.002777099609,0.003814697266,-0.003875732422
0.053268432617,-0.019821166992,0.108673095703,-0.002288818359,0.003921508789,-0.003082275391
0.051940917969,-0.016860961914,0.106933593750,-0.001861572266,0.004058837891,-0.002670288086
0.047637939453,-0.012268066406,0.099182128906,-0.000640869141,0.004043579102,-0.002517700195
0.047073364258,-0.012039184570,0.096237182617,-0.000061035156,0.003570556641,-0.002502441406
0.047470092773,-0.009414672852,0.100372314453,-0.000946044922,0.001800537109,-0.001739501953
0.046920776367,-0.008605957031,0.102035522461,-0.001159667969,0.001113891602,-0.001327514648
0.046981811523,-0.007751464844,0.103240966797,-0.001373291016,0.000106811523,-0.000717163086
0.045837402344,-0.003784179688,0.103652954102,-0.001281738281,-0.000305175781,-0.000488281250
0.045959472656,-0.003494262695,0.104019165039,-0.001358032227,-0.001205444336,-0.000198364258
0.047546386719,-0.004608154297,0.112121582031,-0.001922607422,-0.001464843750,-0.000015258789
0.048583984375,-0.005477905273,0.113998413086,-0.001129150391,-0.001296997070,0.000045776367
0.049423217773,-0.002456665039,0.119186401367,0.000015258789,-0.000259399414,-0.000350952148
0.048721313477,-0.001266479492,0.116958618164,0.000869750977,0.000549316406,-0.000778198242
0.046249389648,0.000061035156,0.111938476563,0.001449584961,0.001190185547,-0.001083374023
0.045867919922,-0.000045776367,0.111312866211,0.001129150391,0.001083374023,-0.001129150391
0.046630859375,-0.003585815430,0.111068725586,0.000762939453,0.000579833984,-0.001220703125
0.046569824219,-0.003524780273,0.112060546875,0.000579833984,0.000350952148,-0.001098632813
0.046600341797,-0.004104614258,0.111404418945,0.000610351563,0.000228881836,-0.000701904297
0.046585083008,-0.002609252930,0.111938476563,0.000549316406,0.000045776367,-0.000396728516
0.046569824219,-0.000823974609,0.111190795898,0.000350952148,-0.000167846680,-0.000030517578
0.046005249023,0.000747680664,0.110504150391,-0.000091552734,-0.000244140625,-0.000106811523
0.045440673828,0.002334594727,0.111251831055,-0.000595092773,-0.000457763672,-0.000183105469
0.046966552734,0.000473022461,0.113174438477,-0.000381469727,-0.000732421875,-0.000488281250
0.047164916992,0.000701904297,0.115631103516,-0.000518798828,-0.000823974609,-0.000488281250
0.047668457031,-0.000839233398,0.115890502930,0.000213623047,-0.000274658203,-0.000701904297
0.048599243164,-0.003021240234,0.115356445313,0.000717163086,0.000045776367,-0.000610351563
0.048202514648,-0.002365112305,0.113555908203,0.000961303711,0.000473022461,-0.000503540039
0.047866821289,-0.003158569336,0.112091064453,0.001037597656,0.000503540039,-0.000534057617
0.049194335938,-0.006881713867,0.111816406250,0.000198364258,0.000045776367,-0.000289916992
0.048339843750,-0.004806518555,0.112228393555,-0.000076293945,-0.000228881836,0.000015258789
0.047958374023,-0.002395629883,0.112518310547,-0.000015258789,-0.000488281250,-0.000122070313

0.037826538086,-0.036193847656,0.130355834961,0.000045776367,-0.000640869141,0.004425048828
0.035797119141,-0.046112060547,0.136245727539,0.000839233398,-0.000305175781,0.006500244141
0.048324584961,-0.074645996094,0.133117675781,0.011825561523,0.001678466797,0.011596679688
0.046234130859,-0.070327758789,0.121231079102,0.017257690430,0.002670288086,0.016448974609
0.016967773438,-0.030181884766,0.098556518555,0.025329589844,0.004043579102,0.024505615234
-0.004028320313,-0.007324218750,0.095642089844,0.029739379883,0.003173828125,0.025970458984
-0.018142700195,0.016738891602,0.116699218750,0.037490844727,0.000213623047,0.027145385742
-0.046752929688,0.103302001953,0.183792114258,0.040512084961,0.002349853516,0.027481079102
-0.071426391602,0.184371948242,0.206863403320,0.045196533203,0.006149291992,0.024291992188
-0.120117187500,0.409500122070,0.231521606445,0.059616088867,0.015106201172,0.000900268555
-0.144607543945,0.499938964844,0.257568359375,0.058929443359,0.013748168945,-0.023773193359
-0.212463378906,0.499938964844,0.348434448242,0.011520385742,0.000610351563,-0.075347900391
-0.307235717773,0.499938964844,0.337783813477,-0.020660400391,-0.000411987305,-0.096771240234
-0.349884033203,0.130340576172,0.296493530273,-0.081710815430,-0.006118774414,-0.153732299805
-0.332977294922,-0.038024902344,0.369613647461,-0.129669189453,-0.013244628906,-0.160675048828
-0.194885253906,-0.322372436523,0.499938964844,-0.152648925781,-0.008239746094,-0.155288696289
-0.159988403320,-0.376678466797,0.499938964844,-0.122741699219,0.014785766602,-0.142913818359
-0.176986694336,-0.312133789063,0.247451782227,-0.031005859375,0.074462890625,-0.117782592773
-0.171218872070,-0.303588867188,0.089538574219,-0.000137329102,0.090042114258,-0.112350463867
-0.086120605469,-0.332229614258,-0.000900268555,0.023086547852,0.076354980469,-0.087722778320
-0.037918090820,-0.357009887695,0.068420410156,0.018829345703,0.058670043945,-0.069839477539
0.033477783203,-0.339889526367,0.175704956055,-0.004776000977,0.043273925781,-0.035079956055
0.039703369141,-0.293777465820,0.154968261719,-0.002258300781,0.044021606445,-0.023666381836
0.038619995117,-0.268920898438,0.107284545898,0.014282226563,0.044219970703,-0.012878417969
0.055618286133,-0.252777099609,0.036087036133,0.017868041992,0.040786743164,-0.007873535156
0.061325073242,-0.246154785156,0.024139404297,0.019577026367,0.032485961914,0.008193969727
0.051498413086,-0.210906982422,0.000503540039,0.021102905273,0.030151367188,0.019226074219
0.038192749023,-0.177810668945,-0.017059326172,0.021286010742,0.026794433594,0.028778076172
0.021133422852,-0.130081176758,-0.020843505859,0.023971557617,0.014389038086,0.040161132813
0.021728515625,-0.119705200195,0.014099121094,0.023361206055,0.006805419922,0.043579101563
0.024383544922,-0.074218750000,0.076919555664,0.016815185547,-0.000274658203,0.050964355469
0.019805908203,-0.060913085938,0.062362670898,0.016250610352,0.000976562500,0.053726196289
0.013061523438,-0.032196044922,0.035552978516,0.013000488281,-0.001129150391,0.058807373047
0.010910034180,-0.010604858398,0.037078857422,0.014709472656,-0.004226684570,0.059020996094
0.013961791992,0.006088256836,0.041625976563,0.019912719727,-0.009994506836,0.054351806641
0.012573242188,0.038635253906,0.061874389648,0.023757934570,-0.012176513672,0.051406860352
0.014434814453,0.049179077148,0.076705932617,0.026260375977,-0.013946533203,0.048690795898
0.020797729492,0.060638427734,0.105163574219,0.018524169922,-0.015319824219,0.042053222656
0.024398803711,0.062271118164,0.104690551758,0.016571044922,-0.013885498047,0.038619995117
0.025314331055,0.064468383789,0.083694458008,0.018112182617,-0.011505126953,0.032226562500
0.026367187500,0.061248779297,0.069091796875,0.018646240234,-0.011825561523,0.029876708984
0.026031494141,0.046722412109,0.052261352539,0.015960693359,-0.016479492188,0.029113769531
0.024200439453,0.051864624023,0.064315795898,0.012115478516,-0.020202636719,0.030456542969
0.023376464844,0.067306518555,0.075744628906,0.007659912109,-0.023757934570,0.030822753906
0.018569946289,0.082336425781,0.104965209961,0.005874633789,-0.024276733398,0.029144287109
0.025146484375,0.083282470703,0.126800537109,0.004013061523,-0.024063110352,0.027038574219
0.030776977539,0.088531494141,0.147598266602,0.004226684570,-0.019836425781,0.023574829102
0.029922485352,0.092208862305,0.142547607422,0.003982543945,-0.016281127930,0.021636962891
0.026184082031,0.084182739258,0.126358032227,-0.001403808594,-0.011474609375,0.016571044922
0.030471801758,0.072875976563,0.123321533203,-0.002014160156,-0.010223388672,0.014526367188
0.035568237305,0.071411132813,0.118576049805,0.002334594727,-0.008499145508,0.011230468750
0.037750244141,0.053375244141,0.122650146484,0.001724243164,-0.008300781250,0.009628295898
0.052978515625,0.031921386719,0.146133422852,0.001617431641,-0.009094238281,0.009536743164
0.056793212891,0.032730102539,0.148132324219,0.005737304688,-0.008163452148,0.009277343750
0.059661865234,0.035140991211,0.142807006836,0.010116577148,-0.005874633789,0.009597778320
0.058212280273,0.028778076172,0.142517089844,0.010772705078,-0.005676269531,0.009445190430
0.058105468750,0.026168823242,0.141448974609,0.012237548828,-0.005493164063,0.009109497070
0.051757812500,0.017532348633,0.137863159180,0.012481689453,-0.005218505859,0.009185791016
0.049850463867,0.008117675781,0.137725830078,0.012023925781,-0.005096435547,0.009841918945
0.039459228516,0.027481079102,0.135223388672,0.011444091797,-0.003341674805,0.013107299805
0.032562255859,0.031433105469,0.129043579102,0.009338378906,-0.002197265625,0.013275146484
0.030624389648,0.030593872070,0.117065429688,0.007019042969,-0.001022338867,0.012374877930
0.027572631836,0.031295776367,0.106719970703,0.007263183594,-0.000427246094,0.012023925781
0.026153564453,0.025238037109,0.093505859375,0.006423950195,-0.000167846680,0.010406494141
0.024093627930,0.028762817383,0.092056274414,0.006896972656,-0.000823974609,0.010101318359
0.020553588867,0.031448364258,0.089309692383,0.005432128906,-0.002777099609,0.009155273438
0.018951416016,0.033096313477,0.094543457031,0.004058837891,-0.005157470703,0.008804321289
0.018722534180,0.033493041992,0.103576660156,0.003707885742,-0.007919311523,0.008422851563
0.021102905273,0.040618896484,0.126220703125,0.004013061523,-0.011886596680,0.008422851563
0.021041870117,0.041336059570,0.138366699219,0.002929687500,-0.012802124023,0.007980346680
0.019912719727,0.036117553711,0.157958984375,0.000915527344,-0.011383056641,0.005889892578
0.021942138672,0.032653808594,0.160278320313,0.002502441406,-0.009033203125,0.004791259766
0.022674560547,0.034576416016,0.153381347656,0.005874633789,-0.003372192383,0.003738403320
0.021331787109,0.032028198242,0.146560668945,0.006729125977,-0.000869750977,0.002853393555
0.020339965820,0.027343750000,0.138076782227,0.007843017578,0.002182006836,0.000915527344
0.020553588867,0.031509399414,0.124130249023,0.008316040039,0.003067016602,0.000015258789
0.022338867188,0.031051635742,0.107406616211,0.007522583008,0.004058837891,-0.001113891602
0.020980834961,0.016464233398,0.103012084961,0.003784179688,0.001052856445,-0.002227783203
0.026947021484,0.005538940430,0.111557006836,0.002761840820,-0.000915527344,-0.002288818359
0.030090332031,0.009963989258,0.124588012695,0.001296997070,-0.002883911133,-0.001281738281
0.030227661133,0.009201049805,0.126403808594,0.000839233398,-0.002822875977,-0.000946044922
0.030364990234,0.010848999023,0.130874633789,0.000030517578,-0.001480102539,0.000122070313
0.029373168945,0.013122558594,0.128540039063,0.000335693359,-0.000427246094,0.000396728516
0.027893066406,0.014648437500,0.125228881836,0.000732421875,0.001007080078,0.000381469727
0.027877807617,0.016113281250,0.122680664063,0.000900268555,0.001525878906,0.000183105469
0.026672363281,0.017517089844,0.120941162109,0.000305175781,0.001770019531,-0.000350952148
0.027160644531,0.007217407227,0.119323730469,0.000183105469,0.001831054688,-0.000305175781
0.027832031250,0.008758544922,0.118103027344,0.000991821289,0.002075195313,0.000198364258
0.026382446289,0.014389038086,0.114959716797,0.002151489258,0.002563476563,0.000762939453
0.025924682617,0.011672973633,0.113723754883,0.002609252930,0.002624511719,0.000732421875
0.026214599609,0.011886596680,0.112289428711,0.001831054688,0.001922607422,0.001129150391
0.026123046875,0.013656616211,0.113037109375,0.001068115234,0.001419067383,0.001327514648
0.025680541992,0.014266967773,0.113067626953,0.000762939453,0.000732421875,0.001159667969
0.025817871094,0.011962890625,0.115646362305,0.001052856445,0.000442504883,0.001007080078
0.026107788086,0.011764526367,0.116256713867,0.000823974609,0.000213623047,0.000839233398
0.025619506836,0.017120361328,0.121246337891,-0.000778198242,-0.000488281250,0.000656127930
0.025329589844,0.017745971680,0.120574951172,-0.000396728516,-0.000457763672,0.000289916992
0.026611328125,0.013702392578,0.120834350586,0.000457763672,-0.000183105469,-0.000305175781
0.027297973633,0.012054443359,0.119216918945,0.000854492188,0.000061035156,-0.000366210937
0.026672363281,0.011077880859,0.115646362305,0.001083374023,0.000289916992,-0.000305175781
0.027160644531,0.008499145508,0.115463256836,0.001007080078,0.000091552734,-0.000213623047
0.028030395508,0.008804321289,0.116195678711,0.000305175781,-0.000350952148,0.000442504883
0.027404785156,0.011566162109,0.116683959961,0.000000000000,-0.000534057617,0.000534057617
0.027938842773,0.010757446289,0.118225097656,-0.000244140625,-0.000640869141,0.000610351563

-0.031906127930,0.082336425781,0.108795166016,0.021835327148,-0.005340576172,0.002426147461
-0.039001464844,0.096374511719,0.147994995117,0.016006469727,-0.009216308594,0.000106811523
-0.060607910156,0.188537597656,0.209945678711,0.015686035156,-0.005630493164,-0.004837036133
-0.080947875977,0.253158569336,0.210311889648,0.019943237305,0.000701904297,-0.011535644531
-0.127105712891,0.352890014648,0.196624755859,0.022979736328,0.012512207031,-0.033447265625
-0.141021728516,0.336334228516,0.182342529297,0.017028808594,0.015289306641,-0.050872802734
-0.156173706055,0.349227905273,0.201263427734,-0.013305664063,0.012542724609,-0.077590942383
-0.207290649414,0.290786743164,0.205001831055,-0.028182983398,0.012435913086,-0.094039916992
-0.225860595703,0.223495483398,0.207305908203,-0.042068481445,0.010955810547,-0.121841430664
-0.244384765625,0.100997924805,0.250808715820,-0.074905395508,0.002304077148,-0.131637573242
-0.237731933594,0.033157348633,0.323364257813,-0.086929321289,-0.003570556641,-0.138977050781
-0.186630249023,-0.125167846680,0.446929931641,-0.092239379883,0.002029418945,-0.141601562500
-0.188293457031,-0.163345336914,0.440475463867,-0.081588745117,0.019348144531,-0.130783081055
-0.211288452148,-0.182250976563,0.233215332031,-0.031158447266,0.058044433594,-0.111999511719
-0.201995849609,-0.191986083984,0.163070678711,-0.007644653320,0.061935424805,-0.106521606445
